species,average_precision_autogluon,average_precision_linear_probe,auroc_autogluon,auroc_linear_probe,delta_ap
Atlapetes schistaceus,0.8635668464442082,0.8626209478263783,0.9992535654534181,0.9992839844161314,0.0009458986178298989
Stachyris maculata,0.7466593173938267,0.7475883280070181,0.9709315996261946,0.9719219385186004,-0.0009290106131913944
Oriolus brachyrynchus,0.7985267002198935,0.8001762273745753,0.9976949838049048,0.9979043081646293,-0.0016495271546818069
Euplectes capensis,0.7468783954368534,0.7489778842844175,0.9943547515823277,0.994984259624734,-0.002099488847564057
Cisticola juncidis,0.7905843744430204,0.7933226223081983,0.9933629372533006,0.9981608139376617,-0.0027382478651778452
Hemipus hirundinaceus,0.7825130931135694,0.7854267814436038,0.992420509210372,0.9801801009034378,-0.0029136883300343586
Copsychus malabaricus,0.11695146403593563,0.12002373204553538,0.9876199481683827,0.9896249212019331,-0.0030722680095997407
Regulus regulus,0.4879782642780312,0.4922755942139691,0.9911335563450284,0.9921384055528183,-0.004297329935937899
Prinia flaviventris,0.9178323367345927,0.922350309766811,0.9982659175580961,0.9984506794937523,-0.0045179730322182365
Malacopteron magnum,0.6287479286188941,0.6342351063844928,0.9838859794991438,0.9836036583852474,-0.005487177765598705
Eurillas latirostris,0.5435413375728816,0.5491090624167119,0.9939106398011739,0.9944157623011274,-0.0055677248438302795
Orthotomus sericeus,0.94953768161003,0.9573269987199967,0.998746036936463,0.9977764192388074,-0.007789317109966665
Geopelia striata,0.9240084508430966,0.9327583348072163,0.9995916839235782,0.9996373123676482,-0.008749883964119687
Buceros rhinoceros,0.7088099782102474,0.7182168975442339,0.9986033433146082,0.9987255314410156,-0.009406919333986519
Malacopteron magnirostre,0.8132649171497909,0.8229408322837402,0.9779723979509312,0.9803834770474362,-0.009675915133949275
Sylvia atricapilla,0.6832005476639318,0.6933961651754267,0.9590677289758818,0.9591329761712468,-0.010195617511494892
Galerida theklae,0.8667234891551641,0.8780144508313875,0.9964465792745396,0.9966095187927297,-0.011290961676223454
Eurylaimus ochromalus,0.7110314430331586,0.7228026505411311,0.9927145276257237,0.9887244516205254,-0.011771207507972559
Fringilla coelebs,0.7770125847732943,0.7897752096256374,0.9671181241780855,0.9684845135522119,-0.01276262485234314
Cyanistes caeruleus,0.5311694009706951,0.5440882716225063,0.9698882818052595,0.9740773174941618,-0.012918870651811187
Psittacula longicauda,0.9127685696813193,0.9262760499228073,0.9980112377653361,0.9984111480013119,-0.013507480241488068
Dicrurus paradiseus,0.5573636280284924,0.5722833547963946,0.9570124503137217,0.9622614237377222,-0.014919726767902208
Aegithina lafresnayei,0.17157236057712436,0.186658176100437,0.9914146521819507,0.9918913138826361,-0.015085815523312646
Pycnonotus plumosus,0.4960113138317336,0.5136126391680064,0.9893215844704882,0.9914885367287464,-0.01760132533627279
Micropternus brachyurus,0.7238163594605505,0.7416421114260117,0.9985121553357188,0.9986160808250895,-0.017825751965461212
Legatus leucophaius,0.8876840794763527,0.9056113443339127,0.9990889201534582,0.9992211403579448,-0.01792726485755991
Turtur tympanistria,0.8418150452202655,0.8599194603877576,0.9904574692159971,0.9925442743228201,-0.01810441516749206
Curruca melanocephala,0.7753311726024699,0.7935919713891672,0.9888152124852759,0.9887183363729437,-0.018260798786697285
Phylloscopus sibilatrix,0.8259954936300958,0.8445466983919273,0.9954444326729527,0.9947542575371549,-0.018551204761831475
Turdus merula,0.7001684959969069,0.7215008373894791,0.9567617744858207,0.9597542070976409,-0.02133234139257223
Thlypopsis pyrrhocoma,0.660015863297372,0.6817873027341016,0.9985007639419404,0.9985867074102368,-0.021771439436729545
Pomatorhinus montanus,0.7282564177254395,0.7501244823676684,0.9835751527038592,0.9879884595183263,-0.0218680646422289
Erithacus rubecula,0.6409049682821268,0.6633249360809006,0.9610641689125419,0.9632609017057099,-0.022419967798773754
Ficedula zanthopygia,0.8397278765563083,0.86265923456681,0.9991381736316308,0.9988999322051243,-0.022931358010501723
Pycnonotus goiavier,0.8609136929462313,0.8843590869840894,0.9965102537851824,0.9979324465915362,-0.02344539403785806
Sturnus unicolor,0.29762448116117096,0.32169443334560677,0.9618394063706565,0.9746335062741313,-0.024069952184435806
Periparus ater,0.9210350083368265,0.9451573585142847,0.9935406815382337,0.9966610643639995,-0.02412235017745823
Columba palumbus,0.5495617584335215,0.5739937376695846,0.9803301521507801,0.9835637044341562,-0.024431979236063106
Macronus ptilosus,0.40073092261121834,0.4252635172881487,0.988947697318588,0.9903783517648841,-0.024532594676930364
Certhia brachydactyla,0.811975376076028,0.8373983526831291,0.9888143730357098,0.9917128609963126,-0.025422976607101133
Chloris chloris,0.2512992917258714,0.27713822780161185,0.9768152509111299,0.968587047939445,-0.02583893607574045
Malacopteron affine,0.6962478728327237,0.7225122951849657,0.979670124713686,0.9855461101035428,-0.026264422352242023
Turdus philomelos,0.6886135361023032,0.7165577441580723,0.9752308023801237,0.9755428206785672,-0.027944208055769026
Phylloscopus collybita,0.7640696859048094,0.7943633147269951,0.9807132633587787,0.9810908298236378,-0.03029362882218567
Troglodytes troglodytes,0.6762901280802733,0.7073835893494785,0.9776211035474551,0.976960765436666,-0.031093461269205203
Hippolais polyglotta,0.6130883820479373,0.6446268637670325,0.9919189266615738,0.9904984721161192,-0.031538481719095235
Ficedula albicollis,0.7942271115070239,0.8263268082051256,0.9964941591243949,0.9977346874342244,-0.032099696698101754
Harpactes duvaucelii,0.8495189381765804,0.8826310599134144,0.9974424039262845,0.9983413079856657,-0.03311212173683398
Malacopteron cinereum,0.7189117703493498,0.7532747595875535,0.9923838619168492,0.9933144855309421,-0.03436298923820369
Cyanoderma erythropterum,0.5303884867882034,0.5653489467441137,0.9833260303802848,0.984125205810495,-0.03496045995591035
Vireo chivi,0.48060673314172075,0.51777367503629,0.9893013109168419,0.990024154782567,-0.03716694189456926
Parus major,0.5996663937006845,0.6372674271249102,0.9496418965972673,0.9466405668419663,-0.037601033424225716
Pogoniulus subsulphureus,0.5913189529695726,0.6291874842386692,0.9920305275853198,0.9929109022204179,-0.03786853126909662
Dicaeum cruentatum,0.3703477805574758,0.4090530460533611,0.9813551680507279,0.9831712939397025,-0.03870526549588532
Saxicola rubicola,0.5427182064032355,0.5890627105210972,0.988917755671701,0.9914326704901963,-0.04634450411786162
Philentoma pyrhoptera,0.7489441014785406,0.7969533782060234,0.9920420619121764,0.9950989087516671,-0.048009276727482786
Crypturellus undulatus,0.49982926902765673,0.5485102980805477,0.9924077311502512,0.9946603823474294,-0.04868102905289101
Pellorneum bicolor,0.6430675075606169,0.6966413432247976,0.9776238338592873,0.9794739908172028,-0.053573835664180725
Curruca communis,0.5832803055202956,0.6371402837936241,0.9884034377566585,0.9883638390238179,-0.053859978273328446
Kurochkinegramma hypogrammicum,0.29618804373847707,0.3514017714900676,0.9935800392486683,0.9923605270535464,-0.05521372775159056
Gracula religiosa,0.3910499084731234,0.446523081286555,0.9642510024940095,0.9722307121782646,-0.055473172813431615
Orthotomus atrogularis,0.4784389621225801,0.5360620456527933,0.9894224464276354,0.9910189472828465,-0.05762308353021317
Corvus corone,0.4568315671624558,0.5166690078650181,0.9676038047102593,0.9795795163384928,-0.059837440702562306
Psilopogon rafflesii,0.5831193865279416,0.6444464266527403,0.997909004938531,0.9987054744142062,-0.061327040124798726
Regulus ignicapilla,0.6071935543663688,0.6736076796820506,0.9780717971243342,0.9852811169059348,-0.0664141253156818
Pycnonotus simplex,0.5848944758815464,0.6515217016420138,0.9915488922841864,0.9926422841864018,-0.06662722576046742
Illadopsis fulvescens,0.4813852837097138,0.5481131104532009,0.9942929270161834,0.9966941652015808,-0.0667278267434871
Turdus viscivorus,0.772644335764479,0.8407280249128414,0.9970824510100501,0.9984067762428154,-0.06808368914836238
Copsychus pyrropygus,0.7270123464184584,0.7960716226574335,0.9967752823240325,0.9976868025204393,-0.06905927623897512
Cinnyris jugularis,0.3413787694374722,0.4110564698077903,0.9916582385166456,0.9941403286978509,-0.06967770037031812
Cuculus canorus,0.7300752035012855,0.8007355709576858,0.9958990327205332,0.997078046279189,-0.07066036745640025
Tachyphonus coronatus,0.6984195281356784,0.7727164170350518,0.9965097805687112,0.9974653719066896,-0.07429688889937336
Psilopogon mystacophanos,0.6540336212523268,0.729172614793997,0.987770937858634,0.9963635066749714,-0.0751389935416702
Stachyris nigricollis,0.4158289376691265,0.49098894444842694,0.9965118953732913,0.9971050210304943,-0.07516000677930046
Rubigula cyaniventris,0.7631922852158458,0.83917273902288,0.9974680764186196,0.9991586032814472,-0.07598045380703422
Picus puniceus,0.5201095811441304,0.5976231914206994,0.9767394021133905,0.984393946893019,-0.077513610276569
Cercomacra melanaria,0.5405252416035408,0.6230295373284475,0.9959058850665219,0.9969736556926888,-0.0825042957249067
Turdus albicollis,0.1635801251162374,0.24680464067940766,0.9885594199852895,0.9933886729011243,-0.08322451556317026
Cyanoderma rufifrons,0.8528425401591734,0.9367179082399089,0.9977805290301707,0.999279069974793,-0.08387536808073548
Stachyris poliocephala,0.5260773506224989,0.6117770522660646,0.9910926966930487,0.9946843345914912,-0.08569970164356566
Emberiza cirlus,0.6424405413783028,0.7297117949254844,0.9790523427606584,0.9852082453918672,-0.08727125354718168
Centropus sinensis,0.6711719175981132,0.76299576520995,0.9915242046389587,0.9942797012469143,-0.09182384761183682
Oriolus xanthonotus,0.2437076957919298,0.3582453173937182,0.9879666140904312,0.9900170872765509,-0.11453762160178838
Camaroptera brachyura,0.372637146369387,0.49188777321169214,0.9878373732739237,0.9893629686306561,-0.11925062684230514
Patagioenas cayennensis,0.5045468696873697,0.6266985228622133,0.9922121866441964,0.9938645460290709,-0.12215165317484356
Streptopelia decaocto,0.36266317959662403,0.488377085904998,0.974192334170344,0.9736673451901598,-0.12571390630837398
Garrulus glandarius,0.4289599077122815,0.5890538924660403,0.9746202190333094,0.9726666237056583,-0.16009398475375886
Lacedo pulchella,0.653982772261035,0.8234675446059402,0.9946114573430512,0.9976888137741629,-0.16948477234490522
Saltator similis,0.4099137842582003,0.5895232126215542,0.9896181590915936,0.9940156169994879,-0.17960942836335386
Bathmocercus rufus,0.49204452775019786,0.6742693881343582,0.9878260443962532,0.9943826993162856,-0.18222486038416036
Anthus trivialis,0.5412500147828893,0.7243020600059884,0.9913748504542956,0.9947820674491544,-0.18305204522309915
Cacicus solitarius,0.21357694411467046,0.5333335766845182,0.9936422866750736,0.9969888770330132,-0.31975663256984777
