target_pos,autogluon,linear_probe,delta_macroAUROC_ag_minus_lp
5,0.9709851502472158,0.9812464195042421,-0.010261269257026306
25,0.9844138344734067,0.9871752875364254,-0.0027614530630186707
100,0.9885139652867995,0.9897159837253203,-0.0012020184385208577
