species,average_precision_autogluon,average_precision_linear_probe,auroc_autogluon,auroc_linear_probe,delta_ap
Pogoniulus bilineatus,0.695498079822559,0.7243999969185592,0.9834986263007591,0.9847952350439663,-0.028901917096000207
Herpsilochmus rufimarginatus,0.17982245454368048,0.20960431220036724,0.9890316827528326,0.9912819974821654,-0.029781857656686755
Poecilotriccus plumbeiceps,0.1900250156347717,0.22038307604345336,0.9970955227010591,0.9978399916116178,-0.030358060408681664
Cantorchilus leucotis,0.2404471758685457,0.27104897522146454,0.9667144658998769,0.9727168984053575,-0.030601799352918846
Parus major,0.5079261308901706,0.5395209391656993,0.9393145306534112,0.9411988509473382,-0.03159480827552874
Psilopogon faiostrictus,0.835488721027198,0.8677307977978694,0.9980037056057356,0.9987929090011982,-0.03224207677067148
Turdus albicollis,0.10252104051150727,0.13477925223514167,0.9839003887779763,0.9830408742250709,-0.0322582117236344
Dysithamnus mentalis,0.47186018025233945,0.5062842642955367,0.989512725943647,0.9892981348573453,-0.0344240840431973
Dicaeum cruentatum,0.36278393618489274,0.3972767318962345,0.9866581102110269,0.9858473072615948,-0.034492795711341784
Alauda arvensis,0.4945405780321185,0.5294440398815995,0.9919849231491259,0.9941335210606593,-0.03490346184948101
Pycnonotus goiavier,0.787383043200524,0.8226118959846961,0.9938353315683812,0.9959338782822911,-0.03522885278417209
Turdus philomelos,0.5628787881808971,0.598273924154109,0.9478525433842175,0.9583341620671937,-0.035395135973211866
Crithagra burtoni,0.4733078641687739,0.5089214501094956,0.992131352152516,0.9954619608534769,-0.035613585940721726
Capsiempis flaveola,0.2526231261490324,0.28893259074632116,0.9948093253049252,0.99574494364675,-0.03630946459728879
Eurillas latirostris,0.278143943208507,0.31515026464420265,0.9880650606043702,0.9889017665858884,-0.037006321435695655
Taraba major,0.26672134914839707,0.3038419913419913,0.9876694883511874,0.9990261442804704,-0.03712064219359423
Pyriglena leucoptera,0.10565797434796478,0.1432472084441452,0.9863875095492742,0.9869174942704354,-0.037589234096180424
Vireo chivi,0.5091812785448985,0.547101724108592,0.9893408023866844,0.9895432586561304,-0.03792044556369356
Harpactes oreskios,0.16779689411103463,0.20702448185941452,0.9925789860396768,0.9931422973303943,-0.039227587748379894
Emberiza calandra,0.5823741093839698,0.6218953176022318,0.9748290757335629,0.980438318816096,-0.039521208218261994
Scytalopus latrans,0.8498743864290081,0.889752607429461,0.9996098849160503,0.9997199173756258,-0.03987822100045291
Cinnyris bouvieri,0.5678977882325335,0.607842542107579,0.9896675513815163,0.9938716482918198,-0.03994475387504559
Curruca melanocephala,0.6681410729365418,0.7090320247963982,0.9830830088839798,0.9839831494277338,-0.04089095185985636
Erythropitta granatina,0.8419442538318733,0.8829369285148984,0.9992080179422483,0.9992115222876367,-0.04099267468302503
Hydrornis elliotii,0.10827039906871838,0.14983972027700754,0.9942673378076063,0.9960500559284117,-0.041569321208289156
Arremon flavirostris,0.8524254346914841,0.8941394644979204,0.9989502414444678,0.9995997795507033,-0.04171402980643624
Psilopogon chrysopogon,0.5000997912762618,0.5430160961258381,0.9978062017722076,0.9989126391392681,-0.042916304849576314
Chrysophlegma miniaceum,0.17817495765920693,0.22130410107740398,0.9934366378793331,0.9955094758306345,-0.04312914341819704
Spilornis cheela,0.7169081457323342,0.7601213536073289,0.9978928102570982,0.9982080742068093,-0.04321320787499472
Oriolus brachyrynchus,0.7165145209098814,0.759758722722549,0.9841048139706261,0.9938133022570308,-0.043244201812667526
Pogoniulus coryphaea,0.7492063492063492,0.7933333333333332,0.9987627136416064,0.9998112614029568,-0.044126984126984015
Centropus sinensis,0.4962541869003197,0.5410136167744648,0.924806805954347,0.9492826070694924,-0.04475942987414511
Chloris chloris,0.08044278240369347,0.12743886556487805,0.933753854779927,0.9152228763666947,-0.046996083161184574
Cinnyris reichenowi,0.500780136990913,0.547963797600257,0.989716063482062,0.9915835072657819,-0.04718366060934409
Bleda syndactylus,0.1615493205295846,0.20891094164422067,0.9827913218184,0.9915062372556076,-0.04736162111463607
Cercomacra melanaria,0.4810497468504508,0.5284878872693167,0.9938349668036675,0.9948579984371179,-0.047438140418865904
Pogoniulus subsulphureus,0.5157210960216377,0.5647473208948104,0.9893120734755911,0.9918163824038094,-0.04902622487317265
Eurystomus orientalis,0.34986443706632797,0.39891183784816137,0.9838766403120531,0.9722842644230989,-0.049047400781833395
Phoenicurus ochruros,0.3638131035202082,0.4133642366508262,0.9892200047530357,0.9915440180836423,-0.04955113313061804
Saxicola rubicola,0.4544828929921443,0.5046705219512362,0.9809863621409506,0.9869488978805525,-0.0501876289590919
Fringilla coelebs,0.6868146390233049,0.7376793125959233,0.9504304676451678,0.9600233004488324,-0.05086467357261848
Pellorneum rostratum,0.36430108412746764,0.41574528548245543,0.954395212428662,0.9715625660536885,-0.051444201354987784
Zosterops senegalensis,0.3424110976246286,0.39430529771934514,0.9939382117724729,0.9948984950560416,-0.051894200094716514
Polioptila dumicola,0.08776527039974559,0.1400144282007027,0.9942072566639859,0.9949765143303378,-0.05224915780095711
Streptopelia decaocto,0.34366051165079214,0.3972040356878617,0.9740813931028334,0.9743815283122594,-0.05354352403706958
Pellorneum ruficeps,0.13571043244240294,0.19010237569314234,0.9895737190292755,0.991847991289786,-0.0543919432507394
Recurvirostra avosetta,0.8745950038160551,0.9294373024349949,0.9997579215082364,0.9998425031499371,-0.054842298618939744
Apalis cinerea,0.47214796507693785,0.5277492893909442,0.9900073060880985,0.9919226109554329,-0.055601324314006384
Ramphocelus carbo,0.8846642718983144,0.9417844060701202,0.9991078925272879,0.9997750989564591,-0.057120134171805725
Turdus merula,0.5516091106609784,0.6088428031182836,0.9238035323149852,0.9398294995427154,-0.05723369245730525
Orthotomus atrogularis,0.33205820867067376,0.38946345619123096,0.9745287247140472,0.9778254856090289,-0.0574052475205572
Cuculus solitarius,0.14664326258028254,0.205094256217803,0.9959264309940907,0.996526685082229,-0.05845099363752046
Philentoma pyrhoptera,0.48322195638980325,0.5423112782540682,0.9763645766168579,0.9875229592004333,-0.059089321864264965
Phylloscopus collybita,0.6694255835425691,0.7297158744709078,0.9748877171624112,0.9777597723085023,-0.06029029092833871
Alophoixus ochraceus,0.46613602130663184,0.5264550876138796,0.9943299691617605,0.9955775161199888,-0.06031906630724776
Aethopyga siparaja,0.3450077696656476,0.40623973164125565,0.9777553666618642,0.987925439589465,-0.06123196197560804
Leptotila verreauxi,0.29446124109887123,0.35580303392848545,0.9754175858808698,0.990494982574896,-0.06134179282961422
Pycnonotus barbatus,0.34329892052734634,0.40636091198126595,0.9921300913289943,0.9926910560571068,-0.06306199145391961
Oriolus xanthonotus,0.18368586498296366,0.24783841844923038,0.9836372896950578,0.985771556256572,-0.06415255346626672
Malacopteron affine,0.47703584170404034,0.5421698178127297,0.956232568263763,0.9671005332485532,-0.06513397610868932
Corvus corax,0.4091749045472013,0.4747794844398096,0.947376705141658,0.9857817418677859,-0.06560457989260832
Stachyris poliocephala,0.3527113825089148,0.41865178627629795,0.9909976634210738,0.9898004507882597,-0.06594040376738314
Tephrodornis virgatus,0.20014531654690654,0.2672036571478908,0.9923112552107458,0.9927312027173073,-0.06705834060098426
Carduelis carduelis,0.10821979530510131,0.17976276732603494,0.9295813369621038,0.9584898874539415,-0.07154297202093363
Lyrurus tetrix,0.24097260397900186,0.313828833122379,0.9883908890521675,0.9835974948392289,-0.07285622914337717
Cisticola juncidis,0.6923447404423733,0.7666419482441582,0.9934990472301619,0.9966840206887165,-0.07429720780178495
Macronus ptilosus,0.28516804577531407,0.35986460584083246,0.9659388728980458,0.9852796924708377,-0.07469656006551839
Hemipus hirundinaceus,0.6480654095308188,0.7230925439974603,0.9845843599671478,0.9910712190543236,-0.07502713446664144
Eurillas curvirostris,0.598251761415898,0.673583464730346,0.9971056313396293,0.9974116824064357,-0.07533170331444805
Spinus spinus,0.4887088602163695,0.5646332818185498,0.9916548170774524,0.9951680008426375,-0.07592442160218027
Emberiza cirlus,0.5906992032400715,0.6669912471406124,0.9572324660705834,0.9769401486370671,-0.0762920439005409
Pericrocotus speciosus,0.38161973805842037,0.4592736398413894,0.9936045133768696,0.9945864932237904,-0.07765390178296905
Stachyris nigricollis,0.2907032848449359,0.3685532795823971,0.9809131834910622,0.9903194006309148,-0.07784999473746118
Tapera naevia,0.270560476517864,0.34918873593136973,0.9925664734133981,0.9956227858315325,-0.07862825941350571
Curruca communis,0.5052975783675979,0.5850526430660196,0.9838554499589347,0.9858001877273261,-0.07975506469842164
Periparus ater,0.8154403115363974,0.8984096551599998,0.9812501378260965,0.9885289308790314,-0.08296934362360242
Hypocnemoides maculicauda,0.2121212121212121,0.29545454545454547,0.9988731656184486,0.9988993710691824,-0.08333333333333337
Certhia familiaris,0.21136261325204364,0.2955389114776263,0.9713084603258013,0.9748973355909772,-0.08417629822558265
Sturnus unicolor,0.23789753840626315,0.32307540470430157,0.9447197755791505,0.9540284145752895,-0.08517786629803842
Coccothraustes coccothraustes,0.4254990100793675,0.5144621973813965,0.9697401885295628,0.9639740538522563,-0.08896318730202901
Columba palumbus,0.33357264591038777,0.4240031711420901,0.9622648236978601,0.9675374527140334,-0.09043052523170231
Fulica atra,0.5904128001122537,0.6827670645852465,0.9943962762659646,0.9984357264810522,-0.09235426447299278
Motacilla alba,0.5674283445772675,0.6604662698412698,0.9984463499056011,0.9982300188797986,-0.09303792526400223
Synallaxis albilora,0.4635969655794704,0.5569588397174134,0.969613535993118,0.9912974327426591,-0.09336187413794306
Stelgidillas gracilirostris,0.7211739806405063,0.8159041697850489,0.9974247336729967,0.998005249343832,-0.09473018914454256
