target_pos,autogluon,linear_probe,delta_macroAUROC_ag_minus_lp
1000,0.9833371534600102,0.9815177251633043,0.001819428296705894
2500,0.9849777521598988,0.983408299764494,0.0015694523954048467
5000,0.9857864024154296,0.9837050952248463,0.0020813071905833036
