target_pos,autogluon,linear_probe,delta_mAP_ag_minus_lp
1000,0.8156945644777291,0.802331115177017,0.013363449300712094
2500,0.8315276684262571,0.8198757483998215,0.01165192002643567
5000,0.8375627164881949,0.8222162168792078,0.015346499608987152
