species,target_pos,n_train,n_train_pos,n_test_pos,n_test,model,accuracy,f1,average_precision,auroc
Erithacus rubecula,25,100,25,391,9542,autogluon,0.9590232655627751,0.0,0.5032899148662636,0.9257051554188451
Erithacus rubecula,100,400,100,391,9542,linear_probe,0.9214001257597988,0.4777158774373259,0.6633249360809006,0.9632609017057099
Erithacus rubecula,100,400,100,391,9542,autogluon,0.9550408719346049,0.574826560951437,0.6409049682821268,0.9610641689125419
Erythropitta granatina,5,20,5,30,9542,linear_probe,0.9435128903793754,0.09715242881072027,0.6553012816856835,0.9931840482197926
Erythropitta granatina,5,20,5,30,9542,autogluon,0.9965416055334312,0.547945205479452,0.5956691782348656,0.9912829408466499
Erythropitta granatina,25,100,25,30,9542,linear_probe,0.9689792496332006,0.16853932584269662,0.8829369285148984,0.9992115222876367
Erythropitta granatina,25,100,25,30,9542,autogluon,0.9553552714315657,0.12345679012345678,0.8419442538318733,0.9992080179422483
Erythropitta granatina,100,400,100,30,9542,linear_probe,0.9872144204569273,0.32967032967032966,0.887754700944827,0.9995899915895711
Erythropitta granatina,100,400,100,30,9542,autogluon,0.9887864179417313,0.3592814371257485,0.9125913225047947,0.9996618306700308
Eucometis penicillata,5,20,5,2,9542,linear_probe,0.9924544120729407,0.05263157894736842,0.7,0.9998427672955974
Eucometis penicillata,5,20,5,2,9542,autogluon,0.9992664011737581,0.2222222222222222,0.6,0.9996331236897276
Euphonia chlorotica,5,20,5,2,9542,linear_probe,0.9732760427583316,0.007782101167315175,0.5037593984962406,0.9861635220125786
Euphonia chlorotica,5,20,5,2,9542,autogluon,0.9988472018444771,0.15384615384615385,0.5053191489361702,0.9905398322851152
Euplectes capensis,5,20,5,99,9542,linear_probe,0.9771536365541815,0.4381443298969072,0.6016406883413692,0.9872729198155439
Euplectes capensis,5,20,5,99,9542,autogluon,0.9907776147558164,0.2413793103448276,0.5571760027445503,0.9737858303462456
Euplectes capensis,25,100,25,99,9542,linear_probe,0.9735904422552923,0.41935483870967744,0.6487326843500609,0.9922341063927425
Euplectes capensis,25,100,25,99,9542,autogluon,0.9621672605323831,0.3424408014571949,0.7043829802439266,0.9883329749897578
Euplectes capensis,100,400,100,99,9542,linear_probe,0.9687696499685601,0.38934426229508196,0.7489778842844175,0.994984259624734
Euplectes capensis,100,400,100,99,9542,autogluon,0.9875288199538881,0.5938566552901023,0.7468783954368534,0.9943547515823277
Eurillas curvirostris,5,20,5,12,9542,linear_probe,0.9908824145881366,0.18691588785046728,0.5764818514818515,0.9967383700594614
Eurillas curvirostris,5,20,5,12,9542,autogluon,0.9987424020121568,0.25,0.31429496310325106,0.9648041273172437
Eurillas curvirostris,25,100,25,12,9542,linear_probe,0.9684552504715992,0.07384615384615385,0.673583464730346,0.9974116824064357
Eurillas curvirostris,25,100,25,12,9542,autogluon,0.996856005030392,0.375,0.598251761415898,0.9971056313396293
Eurillas latirostris,5,20,5,51,9542,linear_probe,0.9923496122406205,0.43410852713178294,0.4166728553391506,0.9861933183346039
Eurillas latirostris,5,20,5,51,9542,autogluon,0.9949696080486271,0.1111111111111111,0.3631145048472713,0.9867273640042888
Eurillas latirostris,25,100,25,51,9542,linear_probe,0.9545168727730036,0.18726591760299627,0.31515026464420265,0.9889017665858884
Eurillas latirostris,25,100,25,51,9542,autogluon,0.9790400335359464,0.2857142857142857,0.278143943208507,0.9880650606043702
Eurillas latirostris,100,400,100,51,9542,linear_probe,0.9711800461119262,0.26273458445040215,0.5491090624167119,0.9944157623011274
Eurillas latirostris,100,400,100,51,9542,autogluon,0.9824984280025152,0.3552123552123552,0.5435413375728816,0.9939106398011739
Eurillas virens,5,20,5,22,9542,linear_probe,0.9723328442674491,0.10204081632653061,0.3178626601088868,0.9834749809014516
Eurillas virens,5,20,5,22,9542,autogluon,0.9963320058687906,0.2553191489361702,0.24080110258669749,0.9643668831168831
Eurillas virens,25,100,25,22,9542,linear_probe,0.9577656675749319,0.09843400447427293,0.21689392316923445,0.9894432773109245
Eurillas virens,25,100,25,22,9542,autogluon,0.9845944246489206,0.15028901734104047,0.2165945356889107,0.9859004965622613
Eurylaimus javanicus,5,20,5,1,9542,linear_probe,0.9754768392370572,0.00847457627118644,1.0,1.0
Eurylaimus javanicus,5,20,5,1,9542,autogluon,0.9997904003353595,0.0,0.09090909090909091,0.9990567026517136
Eurylaimus ochromalus,5,20,5,67,9542,linear_probe,0.9293649130161392,0.15113350125944586,0.5210131692778729,0.9785263655338086
Eurylaimus ochromalus,5,20,5,67,9542,autogluon,0.9942360092223852,0.42105263157894735,0.42871324346147077,0.968067577678888
Eurylaimus ochromalus,25,100,25,67,9542,linear_probe,0.9046321525885559,0.11992263056092843,0.6149597634718188,0.983875871303115
Eurylaimus ochromalus,25,100,25,67,9542,autogluon,0.9933976105638231,0.6086956521739131,0.6595998036950793,0.985412515260111
Eurylaimus ochromalus,100,400,100,67,9542,linear_probe,0.9615384615384616,0.26156941649899396,0.7228026505411311,0.9887244516205254
Eurylaimus ochromalus,100,400,100,67,9542,autogluon,0.9740096415845735,0.3404255319148936,0.7110314430331586,0.9927145276257237
Eurystomus orientalis,5,20,5,23,9542,linear_probe,0.9270593167050932,0.05434782608695652,0.21844933402264757,0.9707450088381588
Eurystomus orientalis,5,20,5,23,9542,autogluon,0.9967512051980717,0.11428571428571428,0.10423529325348822,0.9516984337960235
Eurystomus orientalis,25,100,25,23,9542,linear_probe,0.8521274365961015,0.028905712319339298,0.39891183784816137,0.9722842644230989
Eurystomus orientalis,25,100,25,23,9542,autogluon,0.9951792077132676,0.39473684210526316,0.34986443706632797,0.9838766403120531
Eurystomus orientalis,100,400,100,23,9542,linear_probe,0.9685600503039196,0.1329479768786127,0.3122430919833239,0.9955649342048168
Eurystomus orientalis,100,400,100,23,9542,autogluon,0.9883672186124502,0.27450980392156865,0.5415881600205633,0.9921941014995181
Falco tinnunculus,5,20,5,3,9542,linear_probe,0.9591280653950953,0.01015228426395939,0.336599651436359,0.956808889820736
Falco tinnunculus,5,20,5,3,9542,autogluon,0.9997904003353595,0.5,0.4129629629629629,0.994146835796904
Ficedula albicollis,5,20,5,40,9542,linear_probe,0.8825193879689792,0.06505421184320268,0.4610683099780292,0.9854241212376342
Ficedula albicollis,5,20,5,40,9542,autogluon,0.9940264095577447,0.2191780821917808,0.13084216535907506,0.9571327089033888
Ficedula albicollis,25,100,25,40,9542,linear_probe,0.9686648501362398,0.20689655172413793,0.7018570391014216,0.995345716691223
Ficedula albicollis,25,100,25,40,9542,autogluon,0.9945504087193461,0.5737704918032787,0.6849064013638464,0.9957114291728058
Ficedula albicollis,100,400,100,40,9542,linear_probe,0.9834416264933976,0.3305084745762712,0.8263268082051256,0.9977346874342244
Ficedula albicollis,100,400,100,40,9542,autogluon,0.9838608258226786,0.33043478260869563,0.7942271115070239,0.9964941591243949
Ficedula hypoleuca,5,20,5,22,9542,linear_probe,0.9913016139174178,0.3252032520325203,0.5193193625474014,0.9972975553857907
Ficedula hypoleuca,5,20,5,22,9542,autogluon,0.9980088031859149,0.24,0.5832777456517175,0.9777215431627196
Ficedula hypoleuca,25,100,25,22,9542,linear_probe,0.9740096415845735,0.1506849315068493,0.8098257216195373,0.9985437356760887
Ficedula hypoleuca,25,100,25,22,9542,autogluon,0.9955984070425488,0.475,0.7857727546222875,0.9989280939648587
Ficedula parva,5,20,5,3,9542,linear_probe,0.9954936072102285,0.12244897959183673,1.0,1.0
Ficedula parva,5,20,5,3,9542,autogluon,1.0,1.0,1.0,1.0
Ficedula zanthopygia,5,20,5,66,9542,linear_probe,0.9883672186124502,0.5432098765432098,0.8377064574642781,0.9984858078462975
Ficedula zanthopygia,5,20,5,66,9542,autogluon,0.9951792077132676,0.6349206349206349,0.7288478010180732,0.9972770124205329
Ficedula zanthopygia,25,100,25,66,9542,linear_probe,0.9879480192831691,0.5344129554655871,0.8451134163422971,0.9987944024457321
Ficedula zanthopygia,25,100,25,66,9542,autogluon,0.9963320058687906,0.7878787878787878,0.8489858888964897,0.9990262481292452
Ficedula zanthopygia,100,400,100,66,9542,linear_probe,0.9880528191154894,0.5365853658536586,0.86265923456681,0.9988999322051243
Ficedula zanthopygia,100,400,100,66,9542,autogluon,0.9946552085516663,0.7182320441988951,0.8397278765563083,0.9991381736316308
Fraseria griseigularis,5,20,5,7,9542,linear_probe,0.8605114231817229,0.010408921933085501,0.05962618266234676,0.9930032212150723
Fraseria griseigularis,5,20,5,7,9542,autogluon,0.9904632152588556,0.08080808080808081,0.16998215018989443,0.9740205258820884
Fraseria griseigularis,25,100,25,7,9542,linear_probe,0.9490672814923496,0.028,0.06370177039147572,0.9899018653082627
Fraseria griseigularis,25,100,25,7,9542,autogluon,0.9302033116747013,0.020588235294117647,0.16684676475604893,0.989946812495318
Fringilla coelebs,5,20,5,847,9542,linear_probe,0.8563194298889122,0.5306401917151661,0.749242216253311,0.9580384172260381
Fringilla coelebs,5,20,5,847,9542,autogluon,0.9334521064766297,0.46140797285835455,0.6673846500706322,0.9465594836968144
Fringilla coelebs,25,100,25,847,9542,linear_probe,0.9102913435338503,0.624561403508772,0.7376793125959233,0.9600233004488324
Fringilla coelebs,25,100,25,847,9542,autogluon,0.9403688954097673,0.6116040955631399,0.6868146390233049,0.9504304676451678
Fringilla coelebs,100,400,100,847,9542,linear_probe,0.915216935652903,0.6550106609808103,0.7897752096256374,0.9684845135522119
Fringilla coelebs,100,400,100,847,9542,autogluon,0.9357577027876756,0.6874043855175931,0.7770125847732943,0.9671181241780855
Fringilla montifringilla,5,20,5,13,9542,linear_probe,0.9959128065395095,0.4,0.8889345948169476,0.9996851715814882
Fringilla montifringilla,5,20,5,13,9542,autogluon,0.9990568015091176,0.47058823529411764,0.8398303183227727,0.9971503991862897
Fringilla montifringilla,25,100,25,13,9542,linear_probe,0.9743240410815343,0.0959409594095941,0.8050610311046742,0.999547938681111
Fringilla montifringilla,25,100,25,13,9542,autogluon,0.996856005030392,0.4642857142857143,0.9148197678323897,0.9998546945760715
Fulica atra,5,20,5,11,9542,linear_probe,0.9950744078809474,0.25396825396825395,0.5695985942278476,0.9839280434181285
Fulica atra,5,20,5,11,9542,autogluon,0.9991616013414378,0.6,0.5505292088087749,0.993409067063458
Fulica atra,25,100,25,11,9542,linear_probe,0.9931880108991825,0.23529411764705882,0.6827670645852465,0.9984357264810522
Fulica atra,25,100,25,11,9542,autogluon,0.9986376021798365,0.5517241379310345,0.5904128001122537,0.9943962762659646
Furnarius leucopus,5,20,5,7,9542,linear_probe,0.958184866904213,0.03389830508474576,0.06079421259886889,0.988883062401678
Furnarius leucopus,5,20,5,7,9542,autogluon,0.9967512051980717,0.06060606060606061,0.05319909687066401,0.9646115813918644
Furnarius leucopus,25,100,25,7,9542,linear_probe,0.9387968979249633,0.023411371237458192,0.07673988803972712,0.9947411791145404
Furnarius leucopus,25,100,25,7,9542,autogluon,0.9861664221337246,0.05714285714285714,0.0683253633436095,0.9885909056858191
Furnarius rufus,5,20,5,1,9542,linear_probe,0.9841752253196395,0.013071895424836602,1.0,1.0
Furnarius rufus,5,20,5,1,9542,autogluon,0.9998952001676797,0.0,0.012345679012345678,0.9922439995807567
Galbula ruficauda,5,20,5,1,9542,linear_probe,0.9804024313561098,0.010582010582010581,0.14285714285714285,0.9993711351011424
Galbula ruficauda,5,20,5,1,9542,autogluon,0.9986376021798365,0.13333333333333333,0.2,0.9996331621423331
Galerida cristata,5,20,5,16,9542,linear_probe,0.9352337036260742,0.04923076923076923,0.20397847394278565,0.9895614633634264
Galerida cristata,5,20,5,16,9542,autogluon,0.9971704045273527,0.18181818181818182,0.16061715468420415,0.9768823483098887
Galerida cristata,25,100,25,16,9542,linear_probe,0.9768392370572208,0.11952191235059761,0.36417020276025547,0.9930715935334873
Galerida cristata,25,100,25,16,9542,autogluon,0.9905680150911759,0.18181818181818182,0.2540840931514306,0.9935866313247953
Galerida theklae,5,20,5,143,9542,linear_probe,0.9461328861873821,0.34438775510204084,0.5653840172613838,0.9881329437665218
Galerida theklae,5,20,5,143,9542,autogluon,0.98826241878013,0.43434343434343436,0.6476126387254502,0.9891377374620274
Galerida theklae,25,100,25,143,9542,linear_probe,0.9692936491301614,0.4886561954624782,0.8261213673042087,0.9955693843341465
Galerida theklae,25,100,25,143,9542,autogluon,0.9904632152588556,0.72,0.8086760348196198,0.9959521805994835
Galerida theklae,100,400,100,143,9542,linear_probe,0.9790400335359464,0.5780590717299579,0.8780144508313875,0.9966095187927297
Galerida theklae,100,400,100,143,9542,autogluon,0.9939216097254244,0.7943262411347518,0.8667234891551641,0.9964465792745396
Gallinula chloropus,5,20,5,5,9542,linear_probe,0.9988472018444771,0.42105263157894735,0.5016666666666667,0.9994966970745517
Gallinula chloropus,5,20,5,5,9542,autogluon,0.9991616013414378,0.3333333333333333,0.5016666666666667,0.9995071825521653
Gallinula chloropus,25,100,25,5,9542,linear_probe,0.9973800041919932,0.2857142857142857,0.5119408369408369,0.9995596099402327
Gallinula chloropus,25,100,25,5,9542,autogluon,0.9992664011737581,0.5882352941176471,0.37103174603174605,0.9994966970745518
Gallus gallus,5,20,5,16,9542,linear_probe,0.9493816809893104,0.047337278106508875,0.30948514284905965,0.9338848939743858
Gallus gallus,5,20,5,16,9542,autogluon,0.9397400964158458,0.03035413153456998,0.15268224842419603,0.8727102141507452
Gallus gallus,25,100,25,16,9542,linear_probe,0.961328861873821,0.0798004987531172,0.5031146620416147,0.9965817237035481
Gallus gallus,25,100,25,16,9542,autogluon,0.9990568015091176,0.6666666666666666,0.7325763087544511,0.9957615998320386
Garrulax leucolophus,5,20,5,13,9542,linear_probe,0.9836512261580381,0.11363636363636363,0.16256906849268193,0.9908134681982935
Garrulax leucolophus,5,20,5,13,9542,autogluon,0.9987424020121568,0.25,0.2202216940493779,0.9849407073145136
Garrulax leucolophus,25,100,25,13,9542,linear_probe,0.9724376440997694,0.08996539792387544,0.09888584429370112,0.9906600902508134
Garrulax leucolophus,25,100,25,13,9542,autogluon,0.9930832110668623,0.13157894736842105,0.10739074233508612,0.9868458228726883
Garrulus glandarius,5,20,5,31,9542,linear_probe,0.7724795640326976,0.019864559819413093,0.2251276898817359,0.8484471291306162
Garrulus glandarius,5,20,5,31,9542,autogluon,0.9967512051980717,0.0,0.11557194155526704,0.833137182413572
Garrulus glandarius,25,100,25,31,9542,linear_probe,0.8764409976944036,0.037551020408163265,0.2535345015990349,0.9086049769197635
Garrulus glandarius,25,100,25,31,9542,autogluon,0.996856005030392,0.25,0.27278377629320677,0.9247916673732622
Garrulus glandarius,100,400,100,31,9542,linear_probe,0.9578704674072521,0.11842105263157894,0.5890538924660403,0.9726666237056583
Garrulus glandarius,100,400,100,31,9542,autogluon,0.9663592538251938,0.14854111405835543,0.4289599077122815,0.9746202190333094
Geopelia striata,5,20,5,45,9542,linear_probe,0.9837560259903584,0.3673469387755102,0.8766258050982203,0.99939630058615
Geopelia striata,5,20,5,45,9542,autogluon,0.9989520016767973,0.8863636363636364,0.943955181519308,0.9996665613702572
Geopelia striata,25,100,25,45,9542,linear_probe,0.9944456088870258,0.6293706293706294,0.9487384655014974,0.9997075099739099
Geopelia striata,25,100,25,45,9542,autogluon,0.9979040033535946,0.8181818181818182,0.945426825732806,0.9997098498941186
Geopelia striata,100,400,100,45,9542,linear_probe,0.9918256130790191,0.5357142857142857,0.9327583348072163,0.9996373123676482
Geopelia striata,100,400,100,45,9542,autogluon,0.9970656046950325,0.7627118644067796,0.9240084508430966,0.9995916839235782
Geotrygon montana,5,20,5,2,9542,linear_probe,0.9549360721022846,0.009216589861751152,0.5833333333333333,0.999895178197065
Geotrygon montana,5,20,5,2,9542,autogluon,0.9989520016767973,0.2857142857142857,1.0,1.0
Glaucidium brasilianum,5,20,5,12,9542,linear_probe,0.9349193041291134,0.037209302325581395,0.39206517479338737,0.9917191325638335
Glaucidium brasilianum,5,20,5,12,9542,autogluon,0.9880528191154894,0.109375,0.3680601193605692,0.9845138160195872
Glaucidium brasilianum,25,100,25,12,9542,linear_probe,0.9504296793125131,0.0482897384305835,0.4057404387864158,0.998321091290661
Glaucidium brasilianum,25,100,25,12,9542,autogluon,0.9794592328652274,0.10909090909090909,0.5709036794237705,0.9984216509268976
Glaucidium cuculoides,5,20,5,15,9542,linear_probe,0.9753720394047369,0.10646387832699619,0.09578110941851681,0.9915398341555579
Glaucidium cuculoides,5,20,5,15,9542,autogluon,0.9951792077132676,0.14814814814814814,0.16148827106063154,0.9828347503586299
Glaucidium cuculoides,25,100,25,15,9542,linear_probe,0.9777824355481031,0.12396694214876033,0.1301990596555612,0.9934641894965187
Glaucidium cuculoides,25,100,25,15,9542,autogluon,0.9869000209599664,0.17218543046357615,0.19096393679910745,0.9942269339771177
Glaucidium tephronotum,5,20,5,5,9542,linear_probe,0.9689792496332006,0.032679738562091505,0.4058333333333333,0.9983223235818391
Glaucidium tephronotum,5,20,5,5,9542,autogluon,0.9980088031859149,0.24,0.20063405135694293,0.9974100870294641
Glaucidium tephronotum,25,100,25,5,9542,linear_probe,0.9670928526514357,0.030864197530864196,0.6940038684719536,0.9989724231938765
Glaucidium tephronotum,25,100,25,5,9542,autogluon,0.9907776147558164,0.10204081632653061,0.4379795642953538,0.9993289294327357
Gracula religiosa,5,20,5,104,9542,linear_probe,0.9540976734437225,0.22614840989399293,0.2168248945102111,0.9051695681940438
Gracula religiosa,5,20,5,104,9542,autogluon,0.98826241878013,0.13846153846153847,0.22487157797999227,0.9068332599801132
Gracula religiosa,25,100,25,104,9542,linear_probe,0.9338713058059107,0.194125159642401,0.29799554345188783,0.9234742530197075
Gracula religiosa,25,100,25,104,9542,autogluon,0.9865856214630057,0.4576271186440678,0.28835179229404545,0.9251817529789558
