species,average_precision_autogluon,average_precision_linear_probe,auroc_autogluon,auroc_linear_probe,delta_ap
Fraseria griseigularis,0.16998215018989443,0.05962618266234676,0.9740205258820884,0.9930032212150723,0.11035596752754767
Illadopsis albipectus,0.34567814027401456,0.23684764238163575,0.9872140091517072,0.9856285932183504,0.10883049789237881
Cyanomitra verticalis,0.32483201868121225,0.21674700943898834,0.9937060736389384,0.9925055654626619,0.10808500924222392
Pellorneum bicolor,0.34143288793324245,0.24779226416895964,0.9331122186974563,0.9254688030613005,0.09364062376428281
Sylvia abyssinica,0.7641623524534439,0.6705695648313751,0.9951665440790165,0.9912787643164863,0.0935927876220688
Dendrocopos major,0.5633321574895421,0.4703077730784201,0.9502930750061422,0.954654686275198,0.09302438441112204
Pycnonotus finlaysoni,0.2743505849723128,0.18544647196644762,0.9930898473068572,0.9924353855852069,0.08890411300586518
Centropus bengalensis,0.17987686088865762,0.09354042735382016,0.9961584854206,0.9942836165303125,0.08633643353483746
Cyclarhis gujanensis,0.5064935064935064,0.4203944203944204,0.9948107768109865,0.9971695146241745,0.08609908609908606
Phylloscopus trochilus,0.587462846988618,0.5015029097217959,0.9950497323115683,0.9963192840646652,0.08595993726682205
Troglodytes aedon,0.5098345918734268,0.4253468336441958,0.9895564642969487,0.9857816923560868,0.08448775822923105
Indicator minor,0.75,0.6666666666666666,0.999895178197065,0.99979035639413,0.08333333333333337
Anisognathus lacrymosus,0.41666666666666663,0.3333333333333333,0.99979035639413,0.999685534591195,0.08333333333333331
Treron curvirostra,0.4046637150956399,0.3222672971263433,0.9159471446567289,0.9581474385891245,0.08239641796929664
Myiarchus ferox,0.21640565023203936,0.13417621594092183,0.9619691726958163,0.9961832861486841,0.08222943429111754
Galerida theklae,0.6476126387254502,0.5653840172613838,0.9891377374620274,0.9881329437665218,0.0822286214640664
Tadorna ferruginea,0.6257142857142858,0.5444444444444444,0.9995630592841164,0.9995980145413871,0.08126984126984138
Harpactes oreskios,0.16400899617271453,0.08557207681599578,0.9854203841713026,0.9888457366782128,0.07843691935671875
Synallaxis ruficapilla,0.6436712829586448,0.5653694989221305,0.9985906201271441,0.9981033345328056,0.07830178403651433
Rubigula flaviventris,0.1269771650391211,0.05008574097072585,0.9862410826689046,0.9869177507343685,0.07689142406839525
Falco tinnunculus,0.4129629629629629,0.336599651436359,0.994146835796904,0.956808889820736,0.07636331152660392
Cyanoloxia brissonii,0.8781385281385281,0.8040707115942225,0.9994801652025448,0.9992464780000191,0.07406781654430561
